text,emotion,act,topic
so i said let s take a breakand since that night i ve been waiting for him to call but i still haven t heard from him you don t think he s seeing someone else do you __eou__ come on don t be so dramatic i m sure everything is going to work out just fine __eou__ you think so oh no how can he do this to me i m sure he s cheating on me why else wouldn t he call __eou__ but you two are on a break theoretically he can do whatever he likes __eou__ he s the love of my life i ve really messed this up __eou__ come on hon pull yourself together it s going to be alright __eou__ but i i still love him and it s all my fault i can t believe how immature and selfish i was being i mean he is a firefighter it s not like he can just leave someone in a burning building and meet me for dinner i ve totally messed this up __eou__ you know what veronica i think you should make the first step i m sure he ll forgive you __eou__ no this is not going to happen i i ve ruined everything __eou__ do you hear something __eou__,0 0 1 0 5 0 5 0 5 0,2 1 2 1 1 3 1 3 4 2,5
why did she do that __eou__ i have no idea it was completely out of the blue __eou__,0 0,2 1,5
irene i heard you were on a date last night so how how did it go i want all the juicy details __eou__ um well actually we had a fantastic time last night he was amazing __eou__ okay now you really have to fill me in what s he like __eou__ he s really good looking he s quite tall around he s in his early thirties and he s got the most beautiful dark brown eyes __eou__ he sounds hot what does he do for a living __eou__ you know what this is the best part david is a junior investment banker at fortune bank so he s got a great career path ahead of him __eou__ hold on a sec his name is david __eou__ yeah __eou__ that s my brother __eou__,0 0 0 0 0 0 0 0 6,2 1 2 1 2 1 2 2 1,5
i m so excited about chinese new year when do i get to visit grandma grandma makes the best dumplings in the world __eou__ ha ha right sounds to me like you re more excited about the dumplings than seeing your grandma __eou__ of course i miss grandma too i bet she s going to teach me how to play mahjong hey dad are you going to buy me firecrackers this year we re going to have the best fireworks i m really looking forward to lighting them __eou__ son firecrackers aren t toysthey re dangerous __eou__ no fireworks are awesome __eou__ whoa don t you remember last year when i set off the firecrackers you covered both your ears and hid behind your mother __eou__ i was scared because because i saw a bug that s all __eou__ ahahah really __eou__ oh and i can t wait to watch the dragon dance dad can i sit on your shoulders this time __eou__ hey i offered last year __eou__ well i anyways i was just thinking of the red envelopes i want to make a list of all the things i m going to buy with my red envelope money i can t wait i m going to have so much money mom can i get a pen and a piece of paper i want a new transformer no two transformers the optimums prime and maybe the wheeljack i ll get a psp game ahahah and i ll buy the entire class lunch at macdonald s __eou__,4 4 4 0 0 0 0 0 0 0 0,2 1 1 1 1 2 1 2 3 4 3,5
has the game started yet __eou__ yeah about minutes ago __eou__ who is winning __eou__ the bulls of course __eou__ what that was not a foul c mon ref __eou__ don t worry shan always screws up free throws __eou__ you were right he didn t make the shot __eou__ that was a great shot a three pointer yeah __eou__ did you see that he traveled and the ref didn t call it __eou__ this ref needs glasses hey ref open your eyes i can t believe he didn t see that __eou__ okay end of the first quarter alright i m going to make a beer run __eou__,0 0 0 0 6 0 0 0 0 0 0,2 1 2 1 1 1 1 1 2 1 1,5
i m so relieved that your ankle wasn t broken i feel just awful about this whole thing i want to make it up to you let me take you out to dinner tonight my treat __eou__ that sounds great i d love to here is my address pick me up at eight __eou__ perfect __eou__ thank you for such a lovely evening the food was amazing and i had a great time __eou__ me tooyou look so beautiful tonight i wish this night would never endthere s something i have to tell you __eou__ what is it __eou__ i woke up today thinking this would be just like any other ordinary day but i was wrong a twist of fate brought us together i crashed into your life and you into mine and this may sound crazy but i m falling in love with you veronica __eou__,0 0 0 4 4 0 4,3 3 4 1 1 2 1,5
so did i tell you about my new year s resolution i ve decided to go on a diet __eou__ and you re going to completely transform your eating habits right __eou__ exactly i m going to cut out all that junk i eat no more chips no more soda no more fried food __eou__ i ve heard this one before __eou__ but this time i m going to stick to it i really mean it trust me carol i m going to be a new man in one year s time __eou__ well i guess we ll just have to wait and see __eou__ thanks honey that was a great meal i m stuffed do we have any chips left __eou__,0 0 0 0 4 0 0,2 2 1 1 1 1 2,5
i can t believe that anthony is finally getting married __eou__ yeah well it s about time he s been living with his parents for years __eou__ don t be mean look here come the bridesmaids their dresses look beautiful __eou__ who are those kids walking down the aisle __eou__ that s the flower girl and the ring bearer i m pretty sure they re the groom s niece and nephewoh they look so cute __eou__ i just hope the priest makes it quick i m starving i hope the food s good at the reception __eou__ that s all you ever think about food oh i think the bride s coming now she looks gorgeouswait what s she doing where s she going __eou__ oh great does this mean that the reception is canceled __eou__,4 0 4 0 4 0 0 0,1 1 1 2 1 1 2 2,5
whoa whoa what s going on watch out __eou__ hey watch where you re going __eou__ oh no i m so sorry are you all right __eou__ oh i don t know __eou__ i feel terrible i really didn t mean to knock you over my tire just exploded and i lost control of my bike really it was an accident please accept my apologies __eou__ oh wait a second you seem really familiar i think i know you from somewhere __eou__ yeah i think we have met somewhere before that s right we met at aaron s place last weekend what a coincidence but anyway i m glad to see that you re not too badly hurt and i should probably get going i have a nine o clock meeting __eou__ ouch my ankle i think it s broken you can t just leave me like this are you calling an ambulance __eou__ nope i m canceling my appointment so that i can stay here with you __eou__,0 2 0 0 0 0 0 0 0,3 3 2 1 3 1 3 3 4,5
what do you want to do tomorrow night __eou__ whatis tomorrow night something special __eou__ it is friday we should go party __eou__ i do not need to drink every weekend i could be happy just staying home you know __eou__ okay stay home sunday but friday we should go out dancing __eou__ do you feel like dancing __eou__ yes why not __eou__ alrightat least that is better than sitting in a bar with your alcoholic friends __eou__ they are not alcoholic __eou__ no maybe they are not but they are close __eou__ so where should we go __eou__ let us go to the latin club i think they will have a brazilian band there this weekend maybe it is friday night __eou__ you always want to go to the latin club i do not know those dance steps i would rather go to the new bar __eou__ the new bar is all techno music on friday nightyou really want to dance to that __eou__ it is not all techno music it is not a special techno night __eou__ no but they play techno all the time it drives me crazy after forty minutesand anyhow if we go to the latin club you could actually learn some latin dance stepsat the new bar you will just shake yourself around for an hourand then you will get sick of stand you will want to go get drunk somewhere where the drinks are cheaper i know you __eou__ it is fine with me if we go to the latin club i like latin musicthe only thing i never want to do again is listen to country rockwhat was that bar called __eou__ oh you mean jerrys over on the east sidethat was not my idea going there __eou__ no it was that friend of yours melissaher and all her lousy country music cds yecch __eou__ it is true i would never go there again eithercountry music is a nightmare so is it the latin club __eou__ yes you have to teach me the samba and the tango and whatever else they do __eou__ well it seems you will have to learn some spanish too will not you __eou__ maybe __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 2 3 4 3 2 2 1 1 1 2 3 3 2 1 3 2 1 1 3 4 2 1,5
nick how s it going __eou__ oh hey __eou__ what are you doing in this neighbourhood do you live around here __eou__ actually my office is right around the corner __eou__ it was great to meet you last week at the conference i really enjoyed our conversation about foreign investment __eou__ yeah yeah it was really interesting you know i am in a bit of a hurry but here s my card we should definitely meet up again and continue our discussion __eou__ sure you still have my contact details right __eou__ you know what this is really embarrassing but your name has just slipped my mind can you remind me __eou__ sure my name is ana ferris don t worry about it it happens to me all the time i m terrible with names too __eou__,0 0 0 0 0 0 0 0 0,2 1 2 1 1 3 2 3 4,5
i heard you were teaching english over theretell me about it did you like it __eou__ oh yes it was very interesting __eou__ what were the schools like __eou__ oh i did not actually teach in the schools i taught after school i taught in english institutes __eou__ but you taught children yes __eou__ yes that is rightbut children in taiwan are very different from children in americaat least as far as studying is concernedmany children in taiwan go to special institutes after school __eou__ they actually study after school __eou__ that is rightafter their school day is over they go to a special institute to study math or englishthey are very serious about learning over there __eou__ hmm that sounds pretty oppressive for the kids do not they ever relax __eou__ of course they doyou know eliza before i went over there i thought the same thing i thought that maybe kids in taiwan study too muchbut now that i have worked there and taught them i feel it is a good thingtheir parents are very concerned about their education more than american parents are and that is good american kids do not study enough __eou__ asian cultures value learning very much i know that __eou__ so it was interesting for me to see parents very concerned about educationthey would come to me after the class and ask how their son or daughter was doing i do not think that is a bad thing i think it is a good thingin america too many parents do not pay attention __eou__ but are not the kids tired out i mean they go to school all day and then they go to school in the evening too __eou__ as an english teacher i tried to make the lessons as fun as possible i tried to have a good time with my classes the students often enjoyed itand if the students enjoyed it they learned more so it was a good experience __eou__ are the kids in taiwan very obedient __eou__ that is a stereotype we americans havewe think that asian kids are very obedient and quietbut it is not true there are plenty of naughty kids too __eou__ hmm i know you taught in costa rica alsowhich did you like bettercosta rica or taiwan __eou__ i do not know in costa rica i taught adultsso it was a very different thing so i really cannot compare __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 1 2 1 2 1 2 1 2 1 1 1 2 1 2 1 2 1,5
how did you get around over there did you rent cars __eou__ no that would be too expensive we used the train systemwe bought a special pass called a enrail pass it let us people use the train wherever they want as often as they want __eou__ i have heard about enrail passesso those europeans really depend on trains a lot __eou__ yes they do i wish we americans had a better train system __eou__ i know our train system is lousyand besides americans love their cars too much __eou__ i agree and probably the automobile companies are too powerfulthey never allowed the government to develop trains __eou__ it is too bad for the environment so much pollution from cars __eou__ americans love cars for different reasons i thinkone reason is that we are very individualisticand cars are a very individual way of getting aroundamericans like the freedom of driving around by themselvesthey do not want to ride in a train or bus with a group of people __eou__ yes i agree i think it is a cultural characteristicit would be very hard to get us americans to change thisbut you know what probably in the future americans will have to change __eou__ why do you say have to __eou__ because the earths environment cannot tolerate cars forever i think cars are already causing global warmingwhen the problem gets more serious world governments will have to start limiting car use __eou__ maybe you are right they will have to develop alternative transportationbut it will be hard in america too many people are used to carseven in our movies cars are very important __eou__ wow i did not notice the timeit s almost noon i have to get home __eou__ do you want me to give you a ride __eou__ no no problem i have my car in the parking ramp around the corner __eou__ alrightwell i will stay here and have another coffee nice running into you __eou__ see you around __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 1 2 1 1 1 1 1 1 2 1 1 1 2 1 1 1,5
the hotel is full tonight we will need to find a new place to stay __eou__ maybe it is just a blessing in disguise i have been wanting to try a new place anyway __eou__,0 0,3 4,5
sorry i was late for the meeting today i got stuck in traffic __eou__ that is okay better late than never __eou__,0 0,1 1,5
did it take you a long time to quit smoking __eou__ no i just went cold turkey and i never smoked again __eou__,0 0,2 1,5
he dresses in plain clothes and drives an old car who would know he is the richest man in town __eou__ you cannot judge a book by its cover __eou__,0 0,2 3,5
those guys thought they would never lose but we finally beat them and look at them crying now __eou__ the bigger they are the harder they fall __eou__,4 0,1 1,5
i feel i work harder when i am under pressure __eou__ me too i get much more done when i am under the gun __eou__,0 0,1 1,5
there has been talk at school about canceling the concert __eou__ really who did you hear that from __eou__ just word of mouth __eou__,0 6 0,1 2 1,5
does it bother you that your husband goes away on long business trips __eou__ nothe time we have spent apart has been good for usabsence makes the heart grow fonder __eou__,0 0,2 1,5
i was just thinking to call you then the phone rang and it was you calling me __eou__ great minds think alike __eou__,4 4,1 1,5
it s so relaxing taking a walk in the country the air is so fresh and clean __eou__ would you like to live in the country i m not sure i d like it __eou__ i can see a lot of advantage and disadvantage the problem is that for me each advantage has its own disadvantage __eou__ what do you mean __eou__ well i hate the noise in the city but i love being around lost of people the problem is that you can t have lots of people and have peace and quiet the tow just don t go together __eou__ i see what you mean i love being far away from a city but i hate being so far away department stores and sports facilities __eou__ people can t have it both ways if you live in the country it is often less convenient if you live in a city it is noisy buy there s more to do __eou__ i would love to be surrounded by hills and streams they re so much better to look at than concrete rows of parked cars and tall buildings __eou__ i would love to hear the birds singing and feel the fresh breeze on my face when the wind blows in the city you get dust in your mouth and in your eyes __eou__ the view from the hill is so beautiful and relaxing there s so sign of pollution the village looks so peaceful __eou__ just remember that in that village there s nothing to do there s not even a pub or restaurant there s just one small shop with a poor selection of goods __eou__ you re right i would have to travel to the city at least once a week to go shopping and see friends i would hate living in the country __eou__,4 0 0 0 0 0 0 0 0 4 0 0,1 2 1 2 1 1 1 1 1 1 1 1,5
i d love to have my own farm __eou__ it would be very hard work are you sure __eou__ i wouldn t mind getting up early morning and the physical work would make me fit and healthy __eou__ running a farm would be totally different to you current job __eou__ that s one reason i d like to try it i d really like to get away from working to in an office __eou__ you d need a lot of training before becoming a farmer it s not something you can just walk into __eou__ my uncle owns a farm and i ve spent some time working with him i love being in the countryside with farm animals and green fields __eou__ well i d certainly come and visit you it would be great to take a working holiday on a farm i d love to get away from hustle and bustle of the city for a while __eou__,0 0 0 0 0 0 0 0,1 2 1 1 1 1 1 1,5
what s your city like __eou__ it s quite an interesting place to live the best thing to do in my city is go shopping there are several indoor and outdoor markets department stores and shopping malls __eou__ is the traffic bad in the city centre __eou__ not really cars are not permitted in several parts of city centre especially in the main shopping areas the public transport system is pretty good __eou__ what about restaurants and entertainment __eou__ there are restaurants with food from all over the world we have a small chinatown near the city centre there are many indian thai and italian restaurants all over the city centre there are many s __eou__ is there a lot of nightlife in your city __eou__ there are several good clubs near the city centre many people in my city prefer something more cultural so we several theatres and venues for classical music concerts and operas __eou__ it sounds like a really exciting city to live in __eou__ it is i hope you ll have time to come for a visit soon you really should come during the summer when the weather is better and there s more happening outdoors __eou__,0 0 0 0 0 0 0 0 4 4,2 1 2 1 2 1 2 1 1 1,5
is your city a historical place __eou__ not rally years ago it was just a small insignificant village __eou__ how did it grow into such a large place __eou__ large deposits of coal were found nearly and so many industries located themselves here the village quickly grew into a key industrial centre __eou__ as the city grew it must have absorbed many village nearby __eou__ yes it did the names of those village survive as the names of parts of the city __eou__ i see are there any building more than years old in your city __eou__ oh yes several of the buildings from the villages still survive many of them were inns for travelers and today survive as pubs there was a castle near one village so our city has a castle too __eou__ really so your city does have some old history after all __eou__,0 0 0 0 0 0 0 0 6,2 1 2 1 1 1 2 1 1,5
do you believe in ufos __eou__ sure a ufo is just a space vehicle from another planet if you think about it our space shuttles are ufos __eou__ i have never thought about it like that before __eou__ i have seen photos of ufos in america before but they have all looked doctored up __eou__ do you think that there is life on other planets __eou__ i think there must be __eou__ why is that __eou__ i do nott think it would make sense if we were the only beings in this whole world the world is just far too big for that __eou__ do you think that there is intelligent life trying to contact us __eou__ no but we are trying to contact them __eou__ i suppose you are right __eou__ i think that countries are working hard to find a planet that we can live on in the future so that when global warming destroys this planet humankind will not become extinct __eou__ do you really think that global warming wil destroy earth some day __eou__ there is a lot of evidence that suggest it will but i do not think it is going to happen any time soon __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 1 1 1 2 1 2 1 2 1 1 1 2 1,5
i have not met you at the gym for a long time __eou__ yeah i quit my job and started working from home recently i have got a project to deal with and do not have much time to work out __eou__ why you have a decent salary lots of promotion opportunities and a regular life of going to the office at o clock and coming back home at in the evening __eou__ it is not about pay raise or promotion you know i hate getting up early in the morning and coming back home late at night __eou__ then soho is your ideal work style __eou__ yeah as long as i have a computer and internet access i can start working i recently enjoy working in my own place and at my own pace __eou__ and you do not have to work under that much pressure and control __eou__ absolutely i can decide when and what to do all by myself __eou__ sounds great are there many business opportunity __eou__ yeah i can find enough online __eou__ it is good to have business around but you should also do some exercise to keep fit __eou__ thank you for reminding me i will continue to exercise as soon as i finish this project __eou__,0 0 0 0 0 0 0 4 0 0 0 0,1 1 2 1 1 1 1 1 2 1 3 4,5
hello jim what was the film like __eou__ awful it was a complete waste of time __eou__ why what was it about __eou__ it was about a married couple they had to live with the wifes mother because they did not have enough money to buy a house of their own __eou__ a lot of young people have to do that __eou__ yes but the husband had to work overtime three times a week so he was always tired __eou__ lt sounds like the story of my life __eou__ yes it does does not it but this man was always overtired and he could not sleepso he used to take two sleeping pill every night __eou__ i take sleeping pills sometimes __eou__ yes but not two every night anyway the strain was too much for him he had nervous breakdown and had to go to hospital __eou__ it sounds a very depressing film __eou__ not really his wife was able to find a good job as an interpreter because she could speak french and german fluently after a few months work she had a better job than her husband so in the end __eou__ i do not know my wife used to speak french i must tell her to brush it up __eou__,0 2 0 0 0 0 0 0 0 0 0 0 0,2 1 2 1 1 1 1 1 1 1 1 1 1,5
hi kenny let us go for a drink __eou__ sounds good where are we going __eou__ somewhere new it is a great place to pick up chicks __eou__ need a new girlfriend huh __eou__ yeah i broke up with lisashe blew a gasket over it whoa get a load of that __eou__ whew that getup is terrific __eou__ never mind the getupshe s beautiful __eou__ that too __eou__ i am going to introduce myself __eou__ if you are lucky that might do the trick __eou__ oh oh that tears it i am getting out of here __eou__ hold on what is the big hurry __eou__ my exgirlfriends hereif she sees me my goose is cooked __eou__ i want to finish my drink first i will meet you at sammys __eou__ ok catch you later __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 2 1 2 1 1 1 1 1 1 1 2 1 3 4,5
what is the problem nada you look down in the dumps __eou__ i do not know my life is a big mess everything is so complicated __eou__ come on nothing can be that bad __eou__ but promise me you will keep it a secret __eou__ ok i promise so what is troubling you so much __eou__ i have fallen in love with my boss __eou__ really is he married __eou__ no of course not he is still single __eou__ then what is your problem __eou__ i try to keep it to myself but there is a lot of gossip about us __eou__ oh i see office romance tends to be the subject of gossip __eou__ worse still he is trying to avoid me these days __eou__ office romance is very tricky __eou__ it gives me a lot of pressure and i feel depressed __eou__ cheer up nada you will be fine __eou__,0 5 0 0 0 0 6 0 0 5 0 5 0 5 0,2 1 2 3 2 1 2 1 2 1 1 1 1 1 3,5
mike what are you doing tonight __eou__ nothing special i just want to get plastered __eou__ i do not feel like drinking tonight i am going to hang out at yys __eou__ yys that place is boring how about xaras it is real classy and they keep the place spin and span __eou__ yeah but it is expensive nah i am going to yys __eou__ on second thought i think i will join you __eou__ they ve just renovated the place you may be surprised __eou__ wow they really went to town on this place __eou__ quite a difference huh __eou__ sure is waiter bring us two drafts please __eou__ ah hahthought you weret drinking __eou__ when in rome do as the romans do __eou__,0 0 0 0 0 0 0 0 0 0 4 4,2 1 1 3 4 1 1 1 2 3 1 1,5
hi bob i am so glad that you came __eou__ of course i would come i could not think of a better chance to see all my old friends __eou__ yeah it is hard to believe that it is been ten years since graduation it feels just yesterday we collected our diplomas __eou__ how time flies but hey how are things going with you __eou__ oh where to start there have been ups and downs i am still trying to find my place in this world it is only recently that i have been able to start settling down how about you you still with jenn __eou__ yeah jenny and i got married right after graduation it was tough the first years trying to make ends meet i was supporting us both while she continued her studies but now things are getting better __eou__ oh that sounds wonderful i have always known you two would make it i hope i can keep in better contact with you guys i do not want us to drift apart again __eou__ definitely actually we just moved into a new place there is a housewarming party this saturday if you are free i know jenny would love to see you again and it should be a good party __eou__ sounds great i will be there __eou__,4 0 0 0 0 0 4 4 4,1 1 1 2 2 1 1 3 4,5
how is it going __eou__ i am in a good mood today actually how about you __eou__ to be honest i am a bit fed up __eou__ what is wrong __eou__ there is a girl in my company that i really like but i always get shy when she is around __eou__ i see do you want to ask her out __eou__ sure but how __eou__ you can ask her out for drink after work __eou__ but for what reasons she does not even know who i am __eou__ then you have got a lot of homework to do you need to get her notice first __eou__ easier said than done __eou__ you can start by meeting her at the bus stop and saying hello to her __eou__ but i always get tonguetied when i see her __eou__ that is something you need to overcome men should make the first move as most of girls prefer being chased __eou__ i see i will try __eou__ good luck __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 2 1 2 1 2 2 3 2 3 1 3 4 3 4 1,5
hi mary i have not seen you in ages i heard that you and daniel are getting married on august th the opening day of the olympic games is it true __eou__ yes it is we have been dating for over years we have decided to get married on a special day and we think august th is a redletter day __eou__ good for you it sounds like you have done a lot of planning in a very short time __eou__ yes there is a lot of to be taken care ofwedding photos wedding dress catering transport hotel etc __eou__ is everything ready now __eou__ almost the only thing that is not ready is the hotel as a lot of people have chosen that day to get married it is hard to find a hotel that is not too expensive __eou__ have you tried the peninsula palace beijing my wedding reception was held there and they did an excellent job __eou__ yes we called but it is booked up the only choice is the regent beijing but we have not made up our minds yet __eou__ it is an excellent hotel a friend of mine had her wedding reception there and said it was perfect though very expensive __eou__ that is why we want to have a look at other hotels we don t want to spend too much on an extravagant wedding reception __eou__ i guess you are right i can help you ask other hotels i am sure there are probably some available __eou__ thank you __eou__ my pleasure __eou__,0 0 4 0 0 0 0 0 0 0 0 4 4,2 1 1 1 2 1 3 4 3 4 3 4 1,5
how are you doing christopher __eou__ to be honest i am really fed up with work at the moment i need a break __eou__ are you doing anything this weekend __eou__ i have to work on saturday all day i really hate my job __eou__ are you available on sunday __eou__ yes that is my only day off until thursday __eou__ ok well my friends and i are planning on going to the beach on sunday we tend to leave around noon whenever we go anywhere so you could still sleep in do you want to come with us __eou__ that would be fantastic which beach are you going to __eou__ it is a quiet beach just about an hour outside of the city __eou__ what should i bring with me __eou__ we have got plenty of inflatables but if you want to sit on a chair you will have to bring your own sunlounger __eou__ i can just use my beach towel i love lazing around in the sun __eou__ do you like surfing __eou__ i have actually never tired do you have a surfboard __eou__ we have got a few i can teach you how to surf on sunday it will be fun __eou__ i cannot wait it sounds like we are going to have a great time how much money should i bring __eou__ you will just need roughly for food and gas money my friend is driving so we usually all chip in a few dollars for gas money __eou__ ok where and when should i meet you __eou__ we will pick you up at your place at noon be there or be square __eou__,0 2 0 2 0 0 0 0 0 0 0 0 0 0 4 0 0 0 4,2 1 2 1 2 1 3 2 1 2 1 1 2 2 1 2 3 2 3,5
have you ever been to disneyworld __eou__ when i was young my parents took me to the one in california i always forget which is that one disneyland or disneyworld __eou__ the one in florida is disneyworld and the one in california is disneyland so you must have been to disneyland __eou__ that is right why do you ask __eou__ well i have never been to either so i was thinking of going to disneyworld for my honeymoon __eou__ when are you getting married __eou__ some time next year we have not set the date yet __eou__ congratulations i had no idea __eou__ thank you so what do you think would we have a good time __eou__ do you like amusement parks __eou__ for the most part yes some of the rides are bit too scary for me though __eou__ if you do not think twice about the rides and go on every ride that you can you will have a good time __eou__ even the roller coasters that go through tunnels in the dark __eou__ even those it will be very romantic i think you will have loads of fun __eou__ thanks for the advice i will talk to my fiance about it tonight __eou__ i am sure he will love the idea just throw yourself into it and you will enjoy it __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 4,2 2 1 2 1 2 1 1 2 2 1 1 2 1 1 1,5
jack and mary broke up __eou__ it s so sad they had been together for only two months do you know what the matter was __eou__ mary said jack was cheating on her jack was seeing a girl from his hometown one day mary saw them holding hands and ended the relationship immediately __eou__ really i m very surprised he doesn t look like a guy who d ever do that sort of thing right __eou__ no he doesn t anyway she found out that he had been twotiming her for a long time __eou__ maybe it is for the best they are not suitable for each other because they have nothing in common and are completely different people __eou__ how so __eou__ he is an extrovert while she is an introvert he likes parties while she hates them __eou__ poor mary she really liked him __eou__ anyway she was right to end things and she deserves better __eou__ do you think they ll get back together __eou__ no i don t think so i know mary once she makes a decision she won t change her mind __eou__ i hope she ll recover soon __eou__ so do i __eou__,0 0 0 6 0 0 0 0 0 0 0 0 0 0,1 2 1 2 1 1 2 1 1 1 2 1 1 1,5
how do you usually get to school __eou__ i usually ride my bike which form of transport do you prefer to use __eou__ i feel that i can see more when i pedal a bicycle but when i feel lazy i drive my car __eou__ i think we should discourage people from using their private cars they produce too much pollution __eou__ i agree but i would find it difficult to stop using my car it is just so convenient __eou__ cars might be convenient but they are so bad for the environment __eou__ do you have a car __eou__ no i used to have one though once i started using my bicycle to get around i found that i did not really need it __eou__ maybe if i sold my car now i would not be so tempted to use it __eou__ you could try it would save you a lot of money __eou__ that is true every month i spend hundreds of dollars on gas insurance and repairs __eou__ if you got to class by riding a bicycle every day instead of driving you will get lots of exercise too __eou__ i could stand to lose a few pounds having a car has made me lazy i never end up walking anywhere __eou__ let us go to a car dealership i will help you try to sell your car for a good price __eou__ sounds good let us go __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 2 1 1 1 1 2 1 1 1 1 1 1 3 4,5
this is tough to say jordan but i think we should break up __eou__ are you serious __eou__ yes i mean it __eou__ but why did i do anything wrong __eou__ no we are just too different this isn t working __eou__ hey come on it s too early to say that we can fix things __eou__ i have thought about it for a while i think it s time to move on for both of us __eou__ but i still love you __eou__ i m sorry __eou__ i knew this would happen some day __eou__ then why didn t you talk to me __eou__ well it s not all my fault anna __eou__ i do not want to argue with you anymore this is going to be tough but let s try and be friends __eou__ i would like that anna but i think i ll need a little space for a bit __eou__ i think we ll be better off if we are apart __eou__ shall we keep our friendship __eou__ sure let s just be friends __eou__,0 6 0 6 0 0 0 5 0 5 0 0 0 0 0 0 0,3 2 1 2 1 3 4 3 4 1 2 1 3 4 1 3 4,5
hello deva how are you __eou__ cannot complain what about you __eou__ not bad have you heard wendy divorced her husband __eou__ i have heard she looks quite depressed __eou__ yes they used to be joined at the hip __eou__ i heard they were just married for months __eou__ yes she said they could not communicate well with each other and they often argued over trivial things __eou__ yeah mixed marriage is tempting but crisisridden __eou__ you said it you know they fall in love at first sight and quickly jumped into marriage __eou__ maybe they were just attracted to each other but too different to be married __eou__ yeah we chinese have quite different lifestyles and values from foreigners __eou__ definitely that is why many crosscultural marriages end in divorce __eou__ we have heard so much about chinese film stars divorcing foreigners __eou__ that is truejust hope wendy can recover from the pain of divorce soon __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 2 1 1 1 1 1 1 1 1 1 1 1 1,5
what are you listening to is that beethoven or mozart __eou__ it is beethoven do you like it __eou__ i think beethovens music is incredible i have heard that listening to it can make you more intelligent too do you believe that __eou__ i do not know about that but i do think that it helps people relax __eou__ what other kind of music do you listen to __eou__ actually i mostly just listen classical music what about you __eou__ to be honest i think classical music is too complicated for me __eou__ what kind of music do you prefer then __eou__ i like pop music do you __eou__ not really i do not think pop music has much depth __eou__ i see what you mean i think that is way i like it so much __eou__ how long have you been in to pop music then __eou__ i have always been into it have you always liked classical music __eou__ not really when i was little we did not really listen to music at all __eou__ so how did you become interested in it __eou__ well when i was about years old i started playing the piano i think that is how it all started __eou__ do you still play piano __eou__ yes it is one of my hobbies __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 2 2 1 2 2 1 2 2 1 1 2 2 1 2 1 2 1,5
do you have any plans for friday night __eou__ i do not think so why __eou__ well my hosuemates and i are having a housewarming party would you like to come __eou__ sure would it be alright if i brought a few friends __eou__ the more the merrier __eou__ will there be a lot of people there __eou__ i sure hope so we have each invited about people __eou__ who else is going to be there __eou__ i am inviting my friends from work you my sister and a few friends from school __eou__ i know your sister she is very nice __eou__ do not worryyou will not be sitting there by yourself __eou__ what time is it going to start __eou__ most people are working friday night so it is going to start around pm __eou__ should i bring anything __eou__ we will have beer and snacks but if you want to bring a bottle of wine that would be great __eou__ i could also bring some music if you want i have got loads of songs on my new ipod __eou__ that would be great i will see you then __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4,2 2 3 3 4 2 1 2 1 1 1 2 1 2 3 3 4,5
hi come on in can i take your coat __eou__ sure thanks i brought you a bottle of wine as well __eou__ you are the first guest to arrive i will just put your coat away and then i will get you something to drink __eou__ should i take my shoes off __eou__ whatever you prefer __eou__ this is a very nice place how long have you been living here now __eou__ just over three weeks would you like a drink __eou__ sure what do you have __eou__ i have got white wine red wine gin and tonics ginger ale lemonade orange juice and sprite __eou__ i will have a glass of red wine please __eou__ one glass of red wine coming up __eou__ so how many people are coming for the dinner tonight __eou__ there is just going to be of us tonight __eou__ oh i thought there were going to be eight who is not coming __eou__ marcia and paul called to cancel at the last moment paul was running late and marcia was not feeling well __eou__ that is too badthey re such good company __eou__ i think there is someone at the door __eou__ excuse me while i go and get that __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,3 1 3 2 1 2 3 2 1 2 2 3 2 2 1 1 1 1,5
